Skill,Count,Category
Simulation Tools,1,Other
Simulators,1,Other
Single Line Diagrams,1,Cloud & DevOps
Single Page Application,1,Frameworks / Libraries
Single Sign-On,1,Cloud & DevOps
Singularity,1,Cloud & DevOps
Sitemap,1,Frameworks / Libraries
Six Sigma,1,Other
SketchUp,1,Other
Sliding Windows,1,Other
Snakemake,1,Other
Snapdragon,1,Cloud & DevOps
Snowplow,1,Databases
SoC,1,Cloud & DevOps
SoC Design,1,Cloud & DevOps
Social Science Research,1,Other
Software,1,Other
Software Analysis,1,Other
Software Configuration,1,Other
Software Control,1,Other
Software Development Practices,1,Other
Software Development Processes,1,Other
Software Engineering Methodologies,1,Other
Software Engineering Principles,1,Other
Software Installation,1,Other
Software Instrumentation,1,Other
Software Provisioning,1,Other
Software QA,1,Testing
Software Quality Analysis,1,Other
Software Security,1,Other
Software State Machines,1,Cloud & DevOps
Software Systems,1,Other
Software Test Automation,1,Testing
Software Verification,1,Other
Solace,1,Other
SolarWinds,1,Cloud & DevOps
Solidity,1,Other
SonarCloud,1,Testing
Sophos Central,1,Cloud & DevOps
SoundSeed,1,Frameworks / Libraries
Source Control Management,1,Cloud & DevOps
Spark SQL,1,Databases
Spatial Analysis,1,Other
Spatial Computing,1,Cloud & DevOps
Spatial Data Algorithms,1,Other
Spatial Data Analysis,1,Databases
Spatial Databases,1,Databases
Specific Rotation,1,Other
Spectral Analysis,1,Other
Spectrum Analyzers,1,Cloud & DevOps
Speech Recognition,1,AI/ML
Speech and Audio Processing,1,AI/ML
Speedybee,1,Cloud & DevOps
Split Learning,1,AI/ML
Splunk ITSI,1,Cloud & DevOps
Spotfire,1,Databases
Spreadsheet Analysis,1,Databases
Sprint Planning,1,Other
Sqoop,1,Databases
Stack Traces,1,Other
Stackdriver,1,Cloud & DevOps
Stackify,1,Other
Stakeholder Management,1,Other
Star Schema,1,Databases
State Machines,1,Frameworks / Libraries
Static Testing,1,Testing
Statistical Software,1,Other
SteamVR,1,Frameworks / Libraries
Storage,1,Cloud & DevOps
Storage Management,1,Cloud & DevOps
Storage Network,1,Cloud & DevOps
Storage Networks,1,Cloud & DevOps
Story Points,1,Other
Storyboarding,1,Other
Strata,1,Databases
Strategy & Risk,1,Other
Streaming Pipelines,1,Databases
Streamsets,1,Databases
Stripe,1,Frameworks / Libraries
Structured Software Design,1,Other
Structured design,1,Other
Supertest,1,Testing
Supervised Machine Learning,1,AI/ML
Supply Chain Risk Management,1,Other
Survey Methodology,1,Other
Survey123,1,Other
SurveyMonkey,1,Other
Swift Package Manager,1,Frameworks / Libraries
Symantec,1,Cloud & DevOps
Symantec Ghost,1,Other
Synthesis,1,Cloud & DevOps
System Center Configuration Manager,1,Cloud & DevOps
System Center Operations Manager,1,Cloud & DevOps
System Hardening,1,Cloud & DevOps
System Implementation,1,Other
System Maintenance,1,Cloud & DevOps
System Reliability Engineering,1,Cloud & DevOps
System Requirements Derivation,1,Other
System Software Development,1,Other
System modeling,1,Other
System on Chip (SoC),1,Cloud & DevOps
System programming,1,Other
System-Level Testing,1,Testing
System-on-Chip Integration,1,Cloud & DevOps
System-on-a-Chip (SoC),1,Cloud & DevOps
SystemC,1,Cloud & DevOps
Systems Engineering Standards,1,Cloud & DevOps
Systems Hardware,1,Cloud & DevOps
Systems Integration,1,Other
Systems Thinking,1,Other
TBDR GPU,1,Cloud & DevOps
TI,1,Cloud & DevOps
TI C2000,1,Cloud & DevOps
TIBCO Spotfire,1,Other
TIG Stack,1,Cloud & DevOps
TLS/SSL,1,Cloud & DevOps
TPU,1,Cloud & DevOps
TRAC,1,Cloud & DevOps
TSN,1,Cloud & DevOps
TWS API,1,Other
Tableau Prep,1,Databases
Tableau Server,1,Databases
Taegis XDR/MDR,1,Other
Tailwind,1,Frameworks / Libraries
Tauri,1,Frameworks / Libraries
Taurus,1,Testing
Tcl/Tk,1,Other
TeamViewer,1,Other
Teamcenter Active Workspace,1,Other
Teamcenter Product Data Management,1,Other
Teamcenter Visualization Mockup,1,Other
Teams,1,Other
Technical Design,1,Other
Technical Requirements Definition,1,Other
"Technology Business Requirements Definition, Analysis and Mapping",1,Other
Technology Service Management,1,Other
Telecommunications,1,Other
TensorRT,1,Cloud & DevOps
Test Automation Tools,1,Testing
Test Case Creation,1,Testing
Test Case Management,1,Testing
Test Cases,1,Testing
Test Data Management,1,Testing
Test Documentation,1,Testing
Test Equipment,1,Cloud & DevOps
Test Framework,1,Testing
Test Harness,1,Testing
Test Harnesses,1,Testing
Test Management Systems,1,Testing
Test Plan Development,1,Testing
Test Plans,1,Testing
Test Practices,1,Testing
Test Script Development,1,Testing
Test Station Fabrication,1,Cloud & DevOps
Test Studio,1,Testing
Test-Driven Design,1,Testing
TestGorilla,1,Other
TestRails,1,Frameworks / Libraries
TestStand,1,Cloud & DevOps
Testim,1,Testing
Text data preprocessing,1,Other
Text-to-SQL,1,Other
Texturing,1,Other
Thermal Testing,1,Cloud & DevOps
Thermalhydraulics Analysis,1,Other
ThoughtSpot,1,Databases
Threading,1,Other
Threat Analysis,1,Cloud & DevOps
Threat Assessment,1,Cloud & DevOps
Threat Containment,1,Cloud & DevOps
Threat Detection,1,Cloud & DevOps
Threat Monitoring,1,Cloud & DevOps
Threat Risk Assessment,1,Cloud & DevOps
Three Lines of Defense Model,1,Other
TiLFA,1,Cloud & DevOps
Tika,1,Other
Time Series Database,1,Databases
Time-series modeling,1,Databases
TimescaleDB,1,Databases
Timing Analysis,1,Cloud & DevOps
TinkerPop,1,Databases
Tkinter,1,Frameworks / Libraries
Tokio,1,Frameworks / Libraries
Toolchain,1,Cloud & DevOps
Topaz,1,Other
Tosca,1,Testing
Total Focusing Method (TFM),1,Other
TraceGains,1,Other
Tracing,1,Cloud & DevOps
Tracking,1,Other
Trade Study,1,Other
Trajectory Optimization,1,Cloud & DevOps
Transcriptomics,1,Other
Travis CI,1,Cloud & DevOps
Trifacta,1,Databases
Trino,1,Databases
Triton,1,AI/ML
Triton Inference Server,1,AI/ML
Trivy,1,Cloud & DevOps
Tuleap,1,Cloud & DevOps
Twitter,1,Other
Type Checking,1,Other
TypeORM,1,Databases
U-Net,1,AI/ML
UALink,1,Cloud & DevOps
UAT Testing,1,Testing
UDP/IP,1,Other
UFS,1,Cloud & DevOps
UI,1,Other
UI Kits,1,Other
UMG,1,Frameworks / Libraries
UN-R155,1,Other
USD,1,Other
UWB,1,Cloud & DevOps
UX Writing,1,Other
UiPath Task Capture,1,Other
Uncrewed Aerial Vehicles,1,Cloud & DevOps
Unity ECS/DOTS,1,Frameworks / Libraries
Unity Netcode,1,Frameworks / Libraries
Unity UI Toolkit,1,Frameworks / Libraries
Unity VFX Graph,1,Frameworks / Libraries
Unity Visual Scripting Graph,1,Frameworks / Libraries
Unity XR Interaction Toolkit,1,Frameworks / Libraries
Unity3D,1,Frameworks / Libraries
Universal Verification Methodology,1,Cloud & DevOps
Unix Scripting,1,Languages
Unix-like OS,1,Languages
Unmoderated Testing,1,Testing
Unreal Blueprint,1,Frameworks / Libraries
Unreal Editor,1,Frameworks / Libraries
Unreal Engine 5,1,Frameworks / Libraries
Unreal Motion Graphics,1,Frameworks / Libraries
Unsupervised Machine Learning,1,AI/ML
Use Cases,1,Other
User Account Administration,1,Cloud & DevOps
User Flows,1,Other
User Interface,1,Other
User Interface Development,1,Frameworks / Libraries
User Personas,1,Other
User Research Methodologies,1,Other
V0,1,AI/ML
VB Scripting,1,Languages
VCS,1,Cloud & DevOps
VFX Pipelines,1,Frameworks / Libraries
VLM,1,AI/ML
VLOOKUP,1,Other
VLSI,1,Cloud & DevOps
VPLS,1,Cloud & DevOps
VTM,1,Cloud & DevOps
VVC,1,Cloud & DevOps
Valgrind,1,Cloud & DevOps
Validation,1,Testing
Validation Rules,1,Other
Value Added Chain Diagram,1,Other
Value Added Chain Notation,1,Other
ValueLens,1,Other
Valve Index,1,Other
Variance Analysis,1,Other
Variational Autoencoder,1,AI/ML
VeRL,1,Other
Veeam Backup & Replication,1,Cloud & DevOps
Vehicle systems,1,Cloud & DevOps
Veo 3,1,AI/ML
Verasonics,1,Cloud & DevOps
Verification and Validation,1,Other
Vespa,1,Databases
Video Image Processing,1,Other
Video Interfaces,1,Cloud & DevOps
Video Production,1,Other
Video Protocol,1,Cloud & DevOps
Vim,1,Other
Virtual Agents,1,Other
Virtual Desktop Technologies,1,Other
Virtual Environments,1,Other
Virtual Machine,1,Cloud & DevOps
Virtual Simulation Machine,1,Other
Virtuoso,1,Cloud & DevOps
Visual Basic 6,1,Cloud & DevOps
Visual Basic for Applications,1,Cloud & DevOps
Visual Regression Testing,1,Testing
Visual Scripting,1,Frameworks / Libraries
Visual Studio .NET,1,Other
Visual Studio Unit Test Framework,1,Testing
Visualforce,1,Other
Visualization,1,Other
Vitis AI,1,Cloud & DevOps
Vivado Design Suite,1,Other
Vizio,1,Other
Voice Recognition,1,AI/ML
Volumetric Additive Manufacturing,1,Other
Vox,1,Other
Vuetify,1,Frameworks / Libraries
Vulkan,1,Frameworks / Libraries
Vulnerability Remediation,1,Cloud & DevOps
Vulnerability Scanner,1,Cloud & DevOps
Vulnerability Scanners,1,Cloud & DevOps
Vulnerability Testing,1,Cloud & DevOps
W3C Standards,1,Other
WCAG 2,1,Other
WDDM,1,Cloud & DevOps
WDL,1,Other
WSDL,1,Frameworks / Libraries
Warp,1,Frameworks / Libraries
Watson,1,AI/ML
Watson API,1,AI/ML
Watson APIs,1,Other
Watsonx,1,AI/ML
WeBWorK,1,Other
WealthServ,1,Other
Weaviate,1,Databases
Web APIs,1,Frameworks / Libraries
Web Accessibility Standards,1,Frameworks / Libraries
Web Analytics,1,Databases
Web Application,1,Frameworks / Libraries
Web Application Testing,1,Testing
Web Applications,1,Frameworks / Libraries
Web Browsers,1,Frameworks / Libraries
Web Components,1,Frameworks / Libraries
Web Mapping,1,Other
Web Parts,1,Other
Web Performance,1,Frameworks / Libraries
Web Profiling,1,Other
Web Security,1,Cloud & DevOps
Web Server,1,Cloud & DevOps
Web Technologies,1,Frameworks / Libraries
Web Testing,1,Other
WebAssembly,1,Frameworks / Libraries
Webflow,1,Other
Webflux,1,Frameworks / Libraries
Website Performance Optimization,1,Other
Win32 API,1,Frameworks / Libraries
WinForms,1,Frameworks / Libraries
Windows 7,1,Cloud & DevOps
Windows Active Directory,1,Cloud & DevOps
Windows Application,1,Languages
Windows CE/Embedded,1,Cloud & DevOps
Windows Operating Systems,1,Other
Windows Server 2012,1,Cloud & DevOps
Windsurf,1,AI/ML
Wireframing Tools,1,Other
Wireless,1,Cloud & DevOps
Wireless Communication Systems,1,Other
Wireless M2M,1,Cloud & DevOps
Wix,1,Other
Wix Studio,1,Other
WolfSSL,1,Cloud & DevOps
WooCommerce,1,Frameworks / Libraries
Workflow Editor,1,Other
Workflow Orchestration,1,Cloud & DevOps
Workiva,1,Other
Workstation Administration,1,Other
World Model,1,AI/ML
Wrike,1,Other
Wwise Automotive,1,Frameworks / Libraries
X.509,1,Cloud & DevOps
XCMS,1,Other
XMPro,1,Other
XP,1,Other
XPath,1,Languages
XSD,1,Frameworks / Libraries
XSLT,1,Languages
XUL,1,Other
Xbox,1,Frameworks / Libraries
Xbox One,1,Frameworks / Libraries
Xbox Series S,1,Frameworks / Libraries
Xbox Series X,1,Frameworks / Libraries
Xilinx DSP,1,Cloud & DevOps
Xplor Recreation,1,Other
Yard Smart,1,Other
Yardi,1,Other
Zeiss CMM,1,Cloud & DevOps
ag-grid,1,Frameworks / Libraries
clang-format,1,Cloud & DevOps
clang-tidy,1,Cloud & DevOps
computer networking principles,1,Cloud & DevOps
crewAI,1,AI/ML
cuBLAS,1,AI/ML
eEDGE,1,Cloud & DevOps
g2o,1,Cloud & DevOps
gRIBI,1,Cloud & DevOps
glTF,1,Frameworks / Libraries
iClicker,1,Other
iMovie,1,Other
iPad,1,Frameworks / Libraries
iPeer,1,Other
iPhone,1,Frameworks / Libraries
matchms,1,Other
mobile applications testing,1,Frameworks / Libraries
mongodb-memory-server,1,Databases
os,1,Cloud & DevOps
pdfplumber,1,Other
plumber,1,Databases
pyodbc,1,Databases
qTest,1,Testing
rLLM,1,AI/ML
renv,1,Other
rippled,1,Other
rmarkdown,1,Other
scikit-image,1,AI/ML
spec2vec,1,Other
systemd,1,Languages
tSQLt,1,Testing
test strategies,1,Testing
torchserve,1,AI/ML
usertesting.com,1,Testing
web applications testing,1,Testing
web services testing,1,Testing
wxWidgets,1,Frameworks / Libraries
xSPI,1,Cloud & DevOps
